planned_stops,planned_miles,planned_cases,planned_weight_lbs,planned_duration_min,is_monday,is_month_end,holiday_week_flag,warehouse_load_delay_min,picker_shortage_flag,load_complexity_score,start_delay_min,driver_tenure_days,driver_route_familiarity,driver_avg_delay_rate,retail_stop_pct,restaurant_stop_pct,weather_severity,traffic_index,cases_per_stop,miles_per_stop,weight_per_case,is_new_driver,high_complexity_route,load_delay_over_30,is_high_traffic,restaurant_heavy,complexity_index,window_pressure_ord,start_delay_bucket,dc_DC_CHICAGO,dc_DC_DALLAS,dc_DC_DENVER,dc_DC_NEWARK,dc_DC_PHOENIX,region_Mountain,region_Northeast,region_Southeast,region_Southwest,route_type_suburban,route_type_urban,vehicle_type_tractor_trailer,vehicle_type_van,day_of_week_Mon,day_of_week_Thu,day_of_week_Tue,day_of_week_Wed,is_delayed
21,105,827,15447,412,0,0,0,13,0,4.1,32,1441,1,0.199,0.87,0.09,2,51,39.38095238095238,5.0,18.678355501813783,0,0,0,0,0,10.71,1,2,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,0
25,41,871,19612,384,0,0,0,21,0,4.7,25,2788,1,0.202,0.71,0.19,2,84,34.84,1.64,22.516647531572904,0,0,0,1,0,21.0,0,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,0
10,228,365,7230,502,0,0,0,15,0,5.7,10,122,0,0.197,0.06,0.53,2,81,36.5,22.8,19.80821917808219,0,0,0,1,1,8.1,2,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0
28,132,440,13163,647,0,0,0,47,0,6.0,15,484,0,0.352,0.4,0.53,0,36,15.714285714285714,4.714285714285714,29.91590909090909,0,0,1,0,1,10.08,1,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1
20,132,721,17660,482,0,0,0,21,0,9.6,7,892,1,0.213,0.17,0.7,1,69,36.05,6.6,24.49375866851595,0,0,0,0,1,13.8,1,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,0
18,70,770,19948,310,0,0,0,43,0,3.5,3,1231,1,0.18,0.46,0.36,1,47,42.77777777777778,3.888888888888889,25.906493506493508,0,0,1,0,0,8.46,0,0,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0
25,99,694,16282,473,0,0,0,47,0,6.3,22,1136,1,0.14,0.53,0.33,0,76,27.76,3.96,23.461095100864554,0,0,1,1,0,19.0,2,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1
16,115,676,15940,368,0,0,0,10,0,1.1,0,279,1,0.257,0.58,0.0,3,35,42.25,7.1875,23.579881656804734,0,0,0,0,0,5.6,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,0
22,101,483,8468,458,0,0,0,25,0,5.5,8,402,0,0.167,0.7,0.08,2,64,21.954545454545453,4.590909090909091,17.532091097308488,0,0,0,0,0,14.08,1,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
13,115,465,12389,301,0,0,0,20,0,6.3,0,1960,1,0.255,0.79,0.13,2,59,35.76923076923077,8.846153846153847,26.643010752688173,0,0,0,0,0,7.67,1,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0
8,218,200,4179,430,0,0,0,14,0,5.6,9,991,1,0.217,0.43,0.52,0,68,25.0,27.25,20.895,0,0,0,0,1,5.44,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
22,54,459,12234,388,0,0,0,12,0,4.2,17,663,1,0.059,0.55,0.3,1,96,20.863636363636363,2.4545454545454546,26.65359477124183,0,0,0,1,0,21.12,0,1,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,0
35,142,970,23904,720,0,0,0,60,1,2.3,6,2467,1,0.47,0.46,0.45,0,57,27.714285714285715,4.057142857142857,24.643298969072166,0,1,1,0,0,19.95,0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,1
21,99,601,14367,440,0,0,0,24,0,4.8,26,1139,1,0.229,0.76,0.0,1,45,28.61904761904762,4.714285714285714,23.905158069883527,0,0,0,0,0,9.45,0,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
12,215,417,11561,480,0,0,0,49,0,4.4,23,1054,0,0.29,0.14,0.7,1,68,34.75,17.916666666666668,27.7242206235012,0,0,1,0,1,8.16,2,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0
31,41,1647,46075,518,0,0,0,15,0,4.6,11,944,1,0.069,0.48,0.41,1,67,53.12903225806452,1.3225806451612903,27.975106253794777,0,1,0,0,0,20.77,0,1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,0
16,153,472,12107,464,0,0,0,13,0,3.6,18,292,1,0.221,0.15,0.48,4,70,29.5,9.5625,25.65042372881356,0,0,0,0,0,11.2,1,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,0
31,56,946,19768,528,0,0,0,29,0,7.6,24,936,1,0.137,0.24,0.66,0,79,30.516129032258064,1.8064516129032258,20.896405919661735,0,1,0,1,1,24.49,0,1,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,1
24,119,167,4896,514,0,0,0,32,1,8.5,20,181,0,0.253,0.46,0.42,0,52,6.958333333333333,4.958333333333333,29.317365269461078,0,0,1,0,0,12.48,0,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0
6,199,239,6615,393,0,0,0,33,0,4.2,0,526,1,0.27,0.44,0.53,1,65,39.833333333333336,33.166666666666664,27.677824267782427,0,0,1,0,1,3.9,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0
27,190,1358,33167,619,0,0,0,29,0,5.3,19,1131,1,0.054,0.11,0.81,1,37,50.2962962962963,7.037037037037037,24.42341678939617,0,1,0,0,1,9.99,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
25,153,902,21695,495,0,0,0,50,0,3.0,39,835,1,0.163,0.27,0.66,1,36,36.08,6.12,24.05210643015521,0,0,1,0,1,9.0,1,2,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,0
22,78,831,23045,401,0,0,0,15,0,1.0,16,573,1,0.149,0.78,0.01,1,76,37.77272727272727,3.5454545454545454,27.73164861612515,0,0,0,1,0,16.72,1,1,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0
23,81,786,14689,425,0,0,0,31,0,5.7,17,702,1,0.365,0.95,0.0,1,58,34.17391304347826,3.5217391304347827,18.6882951653944,0,0,1,0,0,13.34,2,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0
23,38,916,22489,357,0,0,0,15,0,8.0,12,628,0,0.299,0.59,0.4,0,54,39.82608695652174,1.6521739130434783,24.55131004366812,0,0,0,0,0,12.42,0,1,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,1
20,150,829,24799,498,0,0,0,19,0,2.9,0,583,1,0.187,0.57,0.41,2,55,41.45,7.5,29.91435464414958,0,0,0,0,0,11.0,2,0,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,0
25,63,1102,25953,459,0,0,1,75,1,5.7,35,872,1,0.044,0.62,0.21,3,64,44.08,2.52,23.5508166969147,0,0,1,0,0,16.0,0,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,1
38,51,1616,36797,566,0,0,0,38,0,8.4,1,390,1,0.192,0.32,0.4,2,71,42.526315789473685,1.3421052631578947,22.770420792079207,0,1,1,1,0,26.98,2,0,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,0
9,147,370,9347,315,0,0,0,28,0,7.1,24,1088,1,0.047,0.37,0.41,0,83,41.111111111111114,16.333333333333332,25.262162162162163,0,0,0,1,0,7.47,0,1,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0
24,112,707,17616,491,0,0,0,24,0,3.1,7,387,1,0.295,0.86,0.0,0,64,29.458333333333332,4.666666666666667,24.916548797736915,0,0,0,0,0,15.36,1,0,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,0
17,103,835,17872,375,0,0,0,18,0,4.3,4,1081,1,0.164,0.45,0.46,1,58,49.11764705882353,6.0588235294117645,21.403592814371258,0,0,0,0,0,9.86,1,0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,0
24,91,691,18478,444,0,0,1,10,0,2.9,0,250,0,0.135,0.87,0.0,1,55,28.791666666666668,3.7916666666666665,26.74095513748191,0,0,0,0,0,13.2,0,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0
29,120,1359,33665,609,0,0,0,49,0,2.5,23,534,1,0.203,0.47,0.44,1,67,46.86206896551724,4.137931034482759,24.77189109639441,0,1,1,0,0,19.43,1,1,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,1
18,77,502,10467,328,0,0,0,28,0,3.2,11,887,1,0.335,0.25,0.44,4,60,27.88888888888889,4.277777777777778,20.850597609561753,0,0,0,0,0,10.8,0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0
16,115,592,14287,381,0,0,0,44,0,7.2,43,1422,1,0.14,0.43,0.36,0,57,37.0,7.1875,24.133445945945947,0,0,1,0,0,9.12,1,2,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,0
28,196,893,16840,646,0,0,0,30,0,7.8,19,448,1,0.204,0.61,0.27,1,47,31.892857142857142,7.0,18.85778275475924,0,1,0,0,0,13.16,2,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,0
25,96,602,16298,497,0,0,0,25,0,6.8,24,533,0,0.296,0.36,0.53,1,80,24.08,3.84,27.07308970099668,0,0,0,1,1,20.0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
13,208,544,9812,459,0,0,0,28,0,6.6,11,70,1,0.082,0.34,0.53,0,48,41.84615384615385,16.0,18.03676470588235,1,0,0,0,1,6.24,2,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0
27,100,1587,47028,514,0,0,0,24,0,5.2,15,1243,1,0.185,0.45,0.17,3,64,58.77777777777778,3.7037037037037037,29.63327032136106,0,1,0,0,0,17.28,0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0
25,31,961,32723,396,0,0,0,22,0,4.3,5,570,1,0.337,0.53,0.27,0,62,38.44,1.24,34.05098855359001,0,0,0,0,0,15.5,1,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0
19,199,820,15282,587,0,0,0,80,0,6.3,25,392,1,0.15,0.56,0.4,0,64,43.1578947368421,10.473684210526315,18.63658536585366,0,0,1,0,0,12.16,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1
20,120,421,14394,452,0,0,0,8,0,1.3,12,952,1,0.126,0.25,0.56,1,88,21.05,6.0,34.19002375296912,0,0,0,1,1,17.6,0,1,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,0
12,170,358,11874,424,0,0,0,31,0,7.6,40,585,1,0.242,0.21,0.49,2,63,29.833333333333332,14.166666666666666,33.167597765363126,0,0,1,0,0,7.56,0,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
6,142,282,5798,267,0,0,0,16,0,6.5,1,104,0,0.238,0.07,0.65,1,67,47.0,23.666666666666668,20.56028368794326,0,0,0,0,1,4.02,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
19,150,623,18182,508,0,0,0,36,0,5.9,22,529,1,0.26,0.35,0.39,3,80,32.78947368421053,7.894736842105263,29.18459069020867,0,0,1,1,0,15.2,1,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,1
4,171,191,5940,309,0,0,0,54,0,5.2,34,343,1,0.152,0.43,0.55,0,55,47.75,42.75,31.099476439790575,0,0,1,0,1,2.2,2,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,1
30,68,1012,28292,521,0,0,0,17,0,1.9,8,1592,1,0.011,0.43,0.26,3,52,33.733333333333334,2.2666666666666666,27.956521739130434,0,1,0,0,0,15.6,0,0,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,0
15,214,561,14096,502,0,0,0,33,0,4.7,0,2116,1,0.058,0.25,0.45,1,82,37.4,14.266666666666667,25.126559714795007,0,0,1,1,0,12.3,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
22,160,814,14234,581,0,0,1,23,0,5.8,31,817,1,0.177,0.52,0.21,2,46,37.0,7.2727272727272725,17.486486486486488,0,0,0,0,0,10.12,0,2,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,0
30,20,459,10240,456,0,0,0,14,0,2.8,0,299,1,0.121,0.74,0.23,1,90,15.3,0.6666666666666666,22.309368191721134,0,0,0,1,0,27.0,1,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,0
13,191,457,15170,446,0,0,1,23,0,4.0,13,2046,1,0.164,0.66,0.21,3,68,35.15384615384615,14.692307692307692,33.19474835886214,0,0,0,0,0,8.84,0,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0
34,94,1476,38786,589,0,0,0,7,0,1.0,18,849,1,0.203,0.55,0.19,0,54,43.411764705882355,2.764705882352941,26.27777777777778,0,1,0,0,0,18.36,2,1,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,0
22,122,580,19178,463,0,0,0,7,0,2.2,0,383,1,0.155,0.61,0.0,1,61,26.363636363636363,5.545454545454546,33.06551724137931,0,0,0,0,0,13.42,0,0,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,0
21,177,957,23456,544,0,0,1,48,0,5.7,10,421,0,0.119,0.61,0.27,1,71,45.57142857142857,8.428571428571429,24.50992685475444,0,0,1,1,0,14.91,2,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1
9,165,203,4577,352,0,0,0,22,0,6.7,25,1440,1,0.185,0.03,0.79,2,59,22.555555555555557,18.333333333333332,22.54679802955665,0,0,0,0,1,5.31,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
12,219,411,10888,491,0,0,0,30,0,3.9,6,333,1,0.351,0.24,0.71,1,87,34.25,18.25,26.491484184914842,0,0,0,1,1,10.44,2,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1
26,97,417,12059,486,0,0,0,14,0,6.2,36,623,1,0.334,0.41,0.44,3,69,16.03846153846154,3.730769230769231,28.918465227817745,0,0,0,0,0,17.94,1,2,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0
22,20,811,18246,328,0,0,0,21,0,1.1,18,936,1,0.193,0.29,0.68,2,67,36.86363636363637,0.9090909090909091,22.498150431565968,0,0,0,0,1,14.74,1,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0
29,54,1173,23149,441,0,0,0,54,0,2.8,23,1447,1,0.017,0.39,0.4,0,39,40.44827586206897,1.8620689655172413,19.734867860187553,0,1,1,0,0,11.31,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
25,61,787,22434,465,0,0,0,20,0,4.2,6,285,0,0.397,0.63,0.31,2,76,31.48,2.44,28.50571791613723,0,0,0,1,0,19.0,0,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,1
26,40,1198,28413,443,0,0,1,15,0,5.2,10,1557,1,0.141,0.14,0.57,2,84,46.07692307692308,1.5384615384615385,23.71702838063439,0,1,0,1,1,21.84,1,0,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,0
20,79,593,14159,399,0,0,0,14,0,4.5,16,866,1,0.055,0.31,0.49,5,87,29.65,3.95,23.87689713322091,0,0,0,1,0,17.4,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
24,42,1025,27721,370,0,0,1,14,0,5.1,21,239,0,0.245,0.3,0.04,2,87,42.708333333333336,1.75,27.044878048780486,0,0,0,1,0,20.88,2,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
16,105,329,9623,407,0,0,0,12,0,3.5,9,209,0,0.391,0.77,0.0,0,73,20.5625,6.5625,29.24924012158055,0,0,0,1,0,11.68,2,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0
28,28,864,23344,426,0,0,0,27,0,4.0,5,220,0,0.077,0.59,0.24,1,87,30.857142857142858,1.0,27.01851851851852,0,1,0,1,0,24.36,2,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0
19,53,535,15668,310,0,0,0,15,0,5.1,14,1040,1,0.01,0.85,0.01,1,66,28.157894736842106,2.789473684210526,29.285981308411216,0,0,0,0,0,12.54,0,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,0
15,88,469,10534,344,0,0,0,16,0,6.4,18,390,1,0.093,0.35,0.56,2,57,31.266666666666666,5.866666666666666,22.460554371002132,0,0,0,0,1,8.55,2,1,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,0
29,20,1100,29716,462,0,0,0,13,0,3.4,35,1109,1,0.062,0.62,0.0,2,47,37.93103448275862,0.6896551724137931,27.014545454545456,0,1,0,0,0,13.63,1,2,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0
21,124,805,22856,465,0,0,0,42,0,5.5,32,954,1,0.338,0.89,0.08,1,45,38.333333333333336,5.904761904761905,28.392546583850933,0,0,1,0,0,9.45,0,2,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,0
20,108,833,17983,427,0,0,0,27,0,4.5,16,128,0,0.305,0.3,0.56,1,62,41.65,5.4,21.58823529411765,0,0,0,0,1,12.4,0,1,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,0
19,102,684,18626,412,0,0,0,20,0,3.4,0,324,1,0.112,0.62,0.08,1,63,36.0,5.368421052631579,27.230994152046783,0,0,0,0,0,11.97,1,0,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,0
31,115,1456,32632,597,0,0,0,3,0,1.0,7,307,0,0.201,0.12,0.79,0,100,46.96774193548387,3.7096774193548385,22.412087912087912,0,1,0,1,1,31.0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,0
21,105,690,20914,510,0,0,0,16,0,2.4,10,1221,1,0.194,0.55,0.43,0,73,32.857142857142854,5.0,30.310144927536232,0,0,0,1,0,15.33,1,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,0
28,64,821,19859,459,0,0,0,30,0,10.0,3,325,1,0.167,0.19,0.77,0,71,29.321428571428573,2.2857142857142856,24.188794153471378,0,1,0,1,1,19.88,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
23,47,1011,26666,405,0,0,1,23,0,3.5,7,271,0,0.177,0.46,0.33,4,93,43.95652173913044,2.0434782608695654,26.375865479723046,0,0,0,1,0,21.39,1,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,0
23,70,711,16616,414,0,0,0,32,0,6.8,16,678,1,0.165,0.55,0.14,1,93,30.91304347826087,3.0434782608695654,23.369901547116736,0,0,1,1,0,21.39,0,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,0
4,178,137,3554,292,0,0,0,36,1,5.5,0,402,1,0.271,0.95,0.0,1,67,34.25,44.5,25.94160583941606,0,0,1,0,0,2.68,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
24,132,881,23773,528,0,0,0,28,0,2.8,32,159,0,0.246,0.45,0.38,0,45,36.708333333333336,5.5,26.98410896708286,0,0,0,0,0,10.8,1,2,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,0
21,140,749,17960,512,0,0,0,45,0,6.9,6,1350,1,0.277,0.82,0.0,0,86,35.666666666666664,6.666666666666667,23.97863818424566,0,0,1,1,0,18.06,0,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,1
29,73,927,22656,466,0,0,0,34,0,3.9,25,470,1,0.036,0.72,0.06,1,77,31.96551724137931,2.5172413793103448,24.44012944983819,0,1,1,1,0,22.33,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
26,75,622,11627,464,0,0,0,18,0,7.8,29,631,1,0.321,0.32,0.39,0,83,23.923076923076923,2.8846153846153846,18.692926045016076,0,0,0,1,0,21.58,0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0
23,90,836,25592,417,0,0,0,23,0,7.7,17,559,0,0.279,0.5,0.29,2,71,36.34782608695652,3.9130434782608696,30.61244019138756,0,0,0,1,0,16.33,0,1,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,0
16,100,228,6111,337,0,0,0,28,0,1.5,0,340,1,0.145,0.55,0.42,3,75,14.25,6.25,26.80263157894737,0,0,0,1,0,12.0,2,0,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,0
21,109,1005,32672,417,0,0,0,20,0,8.4,12,1196,1,0.187,0.22,0.75,2,57,47.857142857142854,5.190476190476191,32.50945273631841,0,0,0,0,1,11.97,0,1,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,0
23,20,1062,19400,333,0,0,0,73,1,9.4,37,636,0,0.247,0.58,0.2,1,32,46.17391304347826,0.8695652173913043,18.267419962335218,0,0,1,0,0,7.36,1,2,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
18,124,630,16570,486,0,0,0,60,1,7.2,13,123,1,0.167,0.92,0.04,2,45,35.0,6.888888888888889,26.3015873015873,0,0,1,0,0,8.1,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0
25,92,584,14808,467,0,0,0,23,0,4.8,0,854,0,0.292,0.31,0.49,0,60,23.36,3.68,25.356164383561644,0,0,0,0,0,15.0,1,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0
22,79,807,24223,333,0,0,0,72,0,7.2,36,1309,1,0.285,0.75,0.13,0,75,36.68181818181818,3.590909090909091,30.016109045848822,0,0,1,1,0,16.5,0,2,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,1
20,189,911,32779,522,0,0,0,13,0,5.8,16,1644,1,0.277,0.58,0.22,1,71,45.55,9.45,35.98133918770582,0,0,0,1,0,14.2,0,1,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0
23,70,733,16680,406,0,0,0,13,0,3.3,27,1055,1,0.19,0.41,0.29,2,82,31.869565217391305,3.0434782608695654,22.755798090040926,0,0,0,1,0,18.86,1,1,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0
10,175,306,8563,390,0,0,1,25,0,6.9,16,1953,1,0.182,0.37,0.36,2,62,30.6,17.5,27.983660130718953,0,0,0,0,0,6.2,0,1,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,0
23,20,634,18074,367,0,0,0,17,0,3.3,17,694,1,0.145,0.86,0.08,0,78,27.565217391304348,0.8695652173913043,28.50788643533123,0,0,0,1,0,17.94,1,1,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,0
31,61,1016,36178,482,0,0,0,60,0,5.6,16,1053,1,0.204,0.32,0.67,0,59,32.774193548387096,1.967741935483871,35.60826771653543,0,1,1,0,1,18.29,1,1,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,1
32,59,1109,28704,501,0,0,0,19,0,1.5,0,799,1,0.15,0.26,0.41,3,91,34.65625,1.84375,25.88277727682597,0,1,0,1,0,29.12,2,0,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,0
24,116,950,27363,466,0,0,0,38,0,8.2,16,277,1,0.159,0.66,0.33,0,40,39.583333333333336,4.833333333333333,28.80315789473684,0,0,1,0,0,9.6,0,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0
17,146,666,21367,427,0,0,0,31,1,5.7,17,384,0,0.248,0.73,0.13,1,59,39.1764705882353,8.588235294117647,32.08258258258258,0,0,1,0,0,10.03,1,1,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,1
18,62,651,19724,363,0,0,0,32,0,7.4,17,890,1,0.235,0.7,0.19,0,48,36.166666666666664,3.4444444444444446,30.29800307219662,0,0,1,0,0,8.64,0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0
32,126,629,20899,631,0,0,0,14,0,7.5,16,868,1,0.142,0.87,0.0,1,90,19.65625,3.9375,33.225755166931634,0,0,0,1,0,28.8,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
18,60,699,20915,313,0,0,0,29,0,3.9,14,486,1,0.289,0.4,0.28,0,60,38.833333333333336,3.3333333333333335,29.92131616595136,0,0,0,0,0,10.8,0,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1
28,45,586,15628,447,0,0,0,35,0,8.0,11,675,0,0.166,0.2,0.74,1,76,20.928571428571427,1.6071428571428572,26.668941979522184,0,0,1,1,1,21.28,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
8,204,284,8394,387,0,0,0,27,0,1.0,19,491,1,0.137,0.36,0.41,0,43,35.5,25.5,29.556338028169016,0,0,0,0,0,3.44,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
23,94,755,20723,507,0,0,0,49,0,4.1,4,724,1,0.201,0.54,0.25,1,65,32.82608695652174,4.086956521739131,27.447682119205297,0,0,1,0,0,14.95,2,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1
25,87,938,25740,508,0,0,0,19,0,6.3,8,820,1,0.197,0.51,0.32,2,57,37.52,3.48,27.44136460554371,0,0,0,0,0,14.25,0,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,0
20,111,807,22327,434,0,0,0,43,1,9.6,33,1177,1,0.144,0.44,0.2,1,47,40.35,5.55,27.666666666666668,0,0,1,0,0,9.4,0,2,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1
12,209,300,8375,433,0,0,0,44,0,4.4,10,209,1,0.262,0.61,0.16,2,62,25.0,17.416666666666668,27.916666666666668,0,0,1,0,0,7.44,1,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
27,78,529,12926,458,0,0,0,37,0,5.1,17,534,1,0.01,0.6,0.25,0,57,19.59259259259259,2.888888888888889,24.434782608695652,0,0,1,0,0,15.39,1,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
17,151,659,15290,448,0,0,0,39,0,2.9,25,457,0,0.321,0.48,0.48,0,72,38.76470588235294,8.882352941176471,23.201820940819424,0,0,1,1,0,12.24,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
27,57,611,15499,468,0,0,0,40,1,8.6,2,581,1,0.192,0.77,0.0,2,69,22.62962962962963,2.111111111111111,25.366612111292962,0,0,1,0,0,18.63,1,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0
21,110,397,9120,467,0,0,0,40,0,7.3,9,1076,1,0.243,0.41,0.5,1,61,18.904761904761905,5.238095238095238,22.97229219143577,0,0,1,0,0,12.81,0,0,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,0
23,117,483,11402,519,0,0,0,30,0,4.8,52,590,1,0.165,0.75,0.09,1,36,21.0,5.086956521739131,23.606625258799173,0,0,0,0,0,8.28,0,2,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,0
